,name,mass,fall,year,reclat,reclong,GeoLocation
14845,Grove Mountains 050077,2.98,Found,2006.0,-73.093611,75.190556,"(-73.093611, 75.190556)"
14846,Grove Mountains 050080,1.33,Found,2006.0,-73.086111,75.234167,"(-73.086111, 75.234167)"
14847,Grove Mountains 050081,3.49,Found,2006.0,-73.00306,75.17333,"(-73.003060, 75.173330)"
14848,Grove Mountains 050084,423.0,Found,2006.0,-72.995278,75.205833,"(-72.995278, 75.205833)"
14849,Grove Mountains 050087,8.88,Found,2006.0,-72.98972,75.20583,"(-72.989720, 75.205830)"
14850,Grove Mountains 050089,910.0,Found,2006.0,-72.98583,75.16722,"(-72.985830, 75.167220)"
14851,Grove Mountains 050091,1.33,Found,2006.0,-73.001667,75.180278,"(-73.001667, 75.180278)"
14852,Grove Mountains 050092,1.07,Found,2006.0,-73.00361,75.17333,"(-73.003610, 75.173330)"
14853,Grove Mountains 050093,4.97,Found,2006.0,-73.00056,75.19056,"(-73.000560, 75.190560)"
14854,Grove Mountains 050095,1.55,Found,2006.0,-73.075,75.255278,"(-73.075000, 75.255278)"
14855,Grove Mountains 050099,8.76,Found,2006.0,-72.9925,75.23361,"(-72.992500, 75.233610)"
14856,Grove Mountains 050104,2.87,Found,2006.0,-72.97861,75.26667,"(-72.978610, 75.266670)"
14857,Grove Mountains 050106,9.13,Found,2006.0,-72.978611,75.264722,"(-72.978611, 75.264722)"
14858,Grove Mountains 050110,3.38,Found,2006.0,-72.97789,75.2662,"(-72.977890, 75.266200)"
14859,Grove Mountains 050111,5.99,Found,2006.0,-72.97944,75.26306,"(-72.979440, 75.263060)"
14860,Grove Mountains 050114,2.96,Found,2006.0,-72.978056,75.269444,"(-72.978056, 75.269444)"
14861,Grove Mountains 050115,4.59,Found,2006.0,-72.9775,75.26778,"(-72.977500, 75.267780)"
14862,Grove Mountains 050118,45.87,Found,2006.0,-72.980833,75.260278,"(-72.980833, 75.260278)"
14863,Grove Mountains 050119,21.78,Found,2006.0,-72.97667,75.26361,"(-72.976670, 75.263610)"
14864,Grove Mountains 050121,21.91,Found,2006.0,-72.976111,75.268889,"(-72.976111, 75.268889)"
14865,Grove Mountains 050122,7.79,Found,2006.0,-72.97583,75.26806,"(-72.975830, 75.268060)"
14866,Grove Mountains 050123,2.79,Found,2006.0,-72.98444,75.25889,"(-72.984440, 75.258890)"
14867,Grove Mountains 050125,2.25,Found,2006.0,-73.085833,75.22,"(-73.085833, 75.220000)"
14868,Grove Mountains 050127,155.94,Found,2006.0,-72.98361,75.25833,"(-72.983610, 75.258330)"
14869,Grove Mountains 050128,3695.0,Found,2006.0,-72.97833,75.26028,"(-72.978330, 75.260280)"
14870,Grove Mountains 050129,18.88,Found,2006.0,-72.98306,75.25778,"(-72.983060, 75.257780)"
14871,Grove Mountains 050132,0.36,Found,2006.0,-72.98139,75.25778,"(-72.981390, 75.257780)"
14872,Grove Mountains 050135,1.45,Found,2006.0,-72.975,75.260556,"(-72.975000, 75.260556)"
14873,Grove Mountains 050137,0.51,Found,2006.0,-72.97861,75.25694,"(-72.978610, 75.256940)"
14874,Grove Mountains 050165,3.08,Found,2006.0,-72.97694,75.2625,"(-72.976940, 75.262500)"
14875,Grove Mountains 050169,2.89,Found,2006.0,-72.97667,75.26222,"(-72.976670, 75.262220)"
14876,Grove Mountains 050173,2.21,Found,2006.0,-72.98,75.24861,"(-72.980000, 75.248610)"
14877,Grove Mountains 050176,74.33,Found,2006.0,-72.97833,75.2911,"(-72.978330, 75.291100)"
14878,Grove Mountains 050177,3.48,Found,2006.0,-72.96306,75.21528,"(-72.963060, 75.215280)"
14879,Grove Mountains 050179,5.03,Found,2006.0,-72.95889,75.22333,"(-72.958890, 75.223330)"
14880,Grove Mountains 050180,16.67,Found,2006.0,-72.96,75.22917,"(-72.960000, 75.229170)"
14881,Grove Mountains 050181,111.5,Found,2006.0,-72.965,75.22722,"(-72.965000, 75.227220)"
14882,Grove Mountains 050182,26.93,Found,2006.0,-72.95917,75.23639,"(-72.959170, 75.236390)"
14883,Grove Mountains 050184,2.17,Found,2006.0,-72.963889,75.218056,"(-72.963889, 75.218056)"
14884,Grove Mountains 050185,2.25,Found,2006.0,-73.108056,75.204167,"(-73.108056, 75.204167)"
14885,Grove Mountains 050189,22.02,Found,2006.0,-72.975,75.27,"(-72.975000, 75.270000)"
14886,Grove Mountains 050190,8.93,Found,2006.0,-72.97528,75.26944,"(-72.975280, 75.269440)"
14887,Grove Mountains 050193,298.0,Found,2006.0,-72.98361,75.23806,"(-72.983610, 75.238060)"
14888,Grove Mountains 050199,80.4,Found,2006.0,-72.95389,75.23417,"(-72.953890, 75.234170)"
14889,Grove Mountains 050200,84.01,Found,2006.0,-72.98056,75.25167,"(-72.980560, 75.251670)"
14890,Grove Mountains 050201,72.26,Found,2006.0,-72.973889,75.275,"(-72.973889, 75.275000)"
14891,Grove Mountains 050202,51.2,Found,2006.0,-72.983333,75.252222,"(-72.983333, 75.252222)"
14892,Grove Mountains 050205,11.7,Found,2006.0,-72.95361,75.23722,"(-72.953610, 75.237220)"
14893,Grove Mountains 050207,3.3,Found,2006.0,-72.95333,75.23389,"(-72.953330, 75.233890)"
14894,Grove Mountains 050208,2.53,Found,2006.0,-72.95222,75.23556,"(-72.952220, 75.235560)"
14895,Grove Mountains 050210,12.61,Found,2006.0,-72.98194,75.27639,"(-72.981940, 75.276390)"
14896,Grove Mountains 050212,12.3,Found,2006.0,-72.95306,75.23278,"(-72.953060, 75.232780)"
14897,Grove Mountains 050218,1.81,Found,2006.0,-72.980556,75.251111,"(-72.980556, 75.251111)"
14898,Grove Mountains 050232,1.32,Found,2006.0,-72.980556,75.261111,"(-72.980556, 75.261111)"
14899,Grove Mountains 050245,3.2,Found,2006.0,-72.98972,75.26167,"(-72.989720, 75.261670)"
14900,Grove Mountains 050250,2.93,Found,2006.0,-72.98389,75.24667,"(-72.983890, 75.246670)"
14901,Grove Mountains 050252,1.8,Found,2006.0,-72.98389,75.2466,"(-72.983890, 75.246600)"
14902,Grove Mountains 050257,0.5,Found,2006.0,-72.98389,75.2466,"(-72.983890, 75.246600)"
14903,Grove Mountains 050258,0.5,Found,2006.0,-72.98389,75.24667,"(-72.983890, 75.246670)"
14904,Grove Mountains 050384,0.76,Found,2006.0,-72.888056,75.205833,"(-72.888056, 75.205833)"
14905,Grove Mountains 050385,6.72,Found,2006.0,-72.95944,75.22667,"(-72.959440, 75.226670)"
14906,Grove Mountains 050387,31.69,Found,2006.0,-72.93917,75.28861,"(-72.939170, 75.288610)"
14907,Grove Mountains 050388,174.56,Found,2006.0,-72.93689,75.2974,"(-72.936890, 75.297400)"
14908,Grove Mountains 050389,6.34,Found,2006.0,-72.93722,75.29722,"(-72.937220, 75.297220)"
14909,Grove Mountains 050390,7.05,Found,2006.0,-72.98944,75.23,"(-72.989440, 75.230000)"
14910,Grove Mountains 050391,2.18,Found,2006.0,-72.959722,75.221667,"(-72.959722, 75.221667)"
14911,Grove Mountains 050392,0.5,Found,2006.0,-72.97778,75.19583,"(-72.977780, 75.195830)"
14912,Grove Mountains 050395,6.06,Found,2006.0,-73.00139,75.205,"(-73.001390, 75.205000)"
14913,Grove Mountains 050396,3.88,Found,2006.0,-72.9875,75.261667,"(-72.987500, 75.261667)"
14914,Grove Mountains 050398,11.05,Found,2006.0,-72.98583,75.26028,"(-72.985830, 75.260280)"
14915,Grove Mountains 050399,8.7,Found,2006.0,-72.985833,75.260278,"(-72.985833, 75.260278)"
14916,Grove Mountains 050401,21.32,Found,2006.0,-72.98306,75.29028,"(-72.983060, 75.290280)"
14917,Grove Mountains 050403,15.61,Found,2006.0,-72.99111,75.22972,"(-72.991110, 75.229720)"
14918,Grove Mountains 050404,10.55,Found,2006.0,-72.98333,75.28611,"(-72.983330, 75.286110)"
14919,Grove Mountains 050405,6.51,Found,2006.0,-72.99528,75.18528,"(-72.995280, 75.185280)"
14920,Grove Mountains 050406,4.98,Found,2006.0,-72.99528,75.2744,"(-72.995280, 75.274400)"
14921,Grove Mountains 050407,2.93,Found,2006.0,-72.99611,75.27417,"(-72.996110, 75.274170)"
14922,Grove Mountains 050408,2.41,Found,2006.0,-72.99361,75.27361,"(-72.993610, 75.273610)"
14923,Grove Mountains 050411,4.11,Found,2006.0,-72.98361,75.28583,"(-72.983610, 75.285830)"
14924,Grove Mountains 050412,2.47,Found,2006.0,-72.98611,75.21,"(-72.986110, 75.210000)"
14925,Grove Mountains 050414,1.54,Found,2006.0,-72.986667,75.183889,"(-72.986667, 75.183889)"
14926,Grove Mountains 050417,12.54,Found,2006.0,-72.985,75.23389,"(-72.985000, 75.233890)"
14927,Grove Mountains 050418,0.81,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14928,Grove Mountains 050426,0.51,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14929,Grove Mountains 050429,0.5,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14930,Grove Mountains 050579,2.43,Found,2006.0,-72.998611,75.236111,"(-72.998611, 75.236111)"
14931,Grove Mountains 050613,12.5,Found,2006.0,-72.98389,75.2456,"(-72.983890, 75.245600)"
14932,Grove Mountains 050702,2.26,Found,2006.0,-72.983889,75.245556,"(-72.983889, 75.245556)"
14933,Grove Mountains 050724,0.51,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14934,Grove Mountains 050726,0.51,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14935,Grove Mountains 050728,0.5,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14936,Grove Mountains 051009,0.5,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14937,Grove Mountains 051018,0.51,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14938,Grove Mountains 051092,1.29,Found,2006.0,-72.984167,75.245278,"(-72.984167, 75.245278)"
14939,Grove Mountains 051094,1.18,Found,2006.0,-72.98417,75.24528,"(-72.984170, 75.245280)"
14940,Grove Mountains 051104,0.51,Found,2006.0,-72.98417,75.24528,"(-72.984170, 75.245280)"
14941,Grove Mountains 051106,0.5,Found,2006.0,-72.98417,75.24528,"(-72.984170, 75.245280)"
14942,Grove Mountains 051218,1.82,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14943,Grove Mountains 051219,1.76,Found,2006.0,-72.983889,75.245556,"(-72.983889, 75.245556)"
14944,Grove Mountains 051220,1.4,Found,2006.0,-72.983889,75.245556,"(-72.983889, 75.245556)"
14945,Grove Mountains 051221,1.39,Found,2006.0,-72.984,75.2456,"(-72.984000, 75.245600)"
14946,Grove Mountains 051236,0.51,Found,2006.0,-72.98389,75.24556,"(-72.983890, 75.245560)"
14947,Grove Mountains 051523,0.8,Found,2006.0,-72.935,75.31417,"(-72.935000, 75.314170)"
14948,Grove Mountains 051524,262.0,Found,2006.0,-72.999722,75.209722,"(-72.999722, 75.209722)"
14949,Grove Mountains 051525,163.69,Found,2006.0,-72.93278,75.32167,"(-72.932780, 75.321670)"
14950,Grove Mountains 051529,24.36,Found,2006.0,-72.93833,75.29028,"(-72.938330, 75.290280)"
14951,Grove Mountains 051531,2.87,Found,2006.0,-72.948889,75.319167,"(-72.948889, 75.319167)"
14952,Grove Mountains 051532,4680.0,Found,2006.0,-72.935556,75.313056,"(-72.935556, 75.313056)"
14953,Grove Mountains 051533,12.26,Found,2006.0,-72.93389,75.30972,"(-72.933890, 75.309720)"
14954,Grove Mountains 051534,3.2,Found,2006.0,-72.93694,75.29444,"(-72.936940, 75.294440)"
14955,Grove Mountains 051535,29.64,Found,2006.0,-72.94083,75.29583,"(-72.940830, 75.295830)"
14956,Grove Mountains 051536,44.31,Found,2006.0,-72.93528,75.32194,"(-72.935280, 75.321940)"
14957,Grove Mountains 051537,20.49,Found,2006.0,-73.017222,75.255556,"(-73.017222, 75.255556)"
14958,Grove Mountains 051542,12.76,Found,2006.0,-72.935278,75.321944,"(-72.935278, 75.321944)"
14959,Grove Mountains 051547,8.25,Found,2006.0,-72.93528,75.32194,"(-72.935280, 75.321940)"
14960,Grove Mountains 051549,5.2,Found,2006.0,-72.935278,75.321944,"(-72.935278, 75.321944)"
14961,Grove Mountains 051550,2.43,Found,2006.0,-73.01,75.227778,"(-73.010000, 75.227778)"
14962,Grove Mountains 051552,1.55,Found,2006.0,-72.935278,75.321944,"(-72.935278, 75.321944)"
14963,Grove Mountains 051562,21.7,Found,2006.0,-72.93528,75.31944,"(-72.935280, 75.319440)"
14964,Grove Mountains 051563,6.78,Found,2006.0,-72.93528,75.31944,"(-72.935280, 75.319440)"
14965,Grove Mountains 051564,47.92,Found,2006.0,-73.016111,75.186111,"(-73.016111, 75.186111)"
14966,Grove Mountains 051565,22.63,Found,2006.0,-72.935,75.314167,"(-72.935000, 75.314167)"
14967,Grove Mountains 051566,16.83,Found,2006.0,-72.93083,75.34194,"(-72.930830, 75.341940)"
14968,Grove Mountains 051569,13.98,Found,2006.0,-72.93389,75.28861,"(-72.933890, 75.288610)"
14969,Grove Mountains 051574,1.44,Found,2006.0,-72.9325,75.34972,"(-72.932500, 75.349720)"
14970,Grove Mountains 051575,3.27,Found,2006.0,-72.929444,75.338611,"(-72.929444, 75.338611)"
14971,Grove Mountains 051576,0.5,Found,2006.0,-72.9325,75.32833,"(-72.932500, 75.328330)"
14972,Grove Mountains 051581,2.16,Found,2006.0,-72.998889,75.197222,"(-72.998889, 75.197222)"
14973,Grove Mountains 051582,1.32,Found,2006.0,-72.93,75.342222,"(-72.930000, 75.342222)"
14974,Grove Mountains 051586,20.94,Found,2006.0,-72.93528,75.32,"(-72.935280, 75.320000)"
14975,Grove Mountains 051587,26.62,Found,2006.0,-72.935,75.31917,"(-72.935000, 75.319170)"
14976,Grove Mountains 051588,4.05,Found,2006.0,-72.9375,75.3075,"(-72.937500, 75.307500)"
14977,Grove Mountains 051590,2.21,Found,2006.0,-72.93611,75.31639,"(-72.936110, 75.316390)"
14978,Grove Mountains 051592,10.32,Found,2006.0,-72.93528,75.31889,"(-72.935280, 75.318890)"
14979,Grove Mountains 051593,5.18,Found,2006.0,-72.935278,75.319722,"(-72.935278, 75.319722)"
14980,Grove Mountains 051595,19.61,Found,2006.0,-72.93889,75.29333,"(-72.938890, 75.293330)"
14981,Grove Mountains 051596,8.31,Found,2006.0,-72.94056,75.28306,"(-72.940560, 75.283060)"
14982,Grove Mountains 051597,4.02,Found,2006.0,-72.94056,75.28306,"(-72.940560, 75.283060)"
14983,Grove Mountains 051599,7.21,Found,2006.0,-72.93361,75.30889,"(-72.933610, 75.308890)"
14984,Grove Mountains 051601,52.51,Found,2006.0,-72.934167,75.32,"(-72.934167, 75.320000)"
14985,Grove Mountains 051603,11.69,Found,2006.0,-72.93417,75.32,"(-72.934170, 75.320000)"
14986,Grove Mountains 051605,4.22,Found,2006.0,-72.93417,75.32,"(-72.934170, 75.320000)"
14987,Grove Mountains 051606,2.16,Found,2006.0,-72.93417,75.32,"(-72.934170, 75.320000)"
14988,Grove Mountains 051608,1.32,Found,2006.0,-72.934167,75.32,"(-72.934167, 75.320000)"
14989,Grove Mountains 051610,7.56,Found,2006.0,-72.93778,75.31417,"(-72.937780, 75.314170)"
14990,Grove Mountains 051611,8.72,Found,2006.0,-72.9375,75.31417,"(-72.937500, 75.314170)"
14991,Grove Mountains 051612,462.6,Found,2006.0,-72.82944,75.27861,"(-72.829440, 75.278610)"
14992,Grove Mountains 051616,6.06,Found,2006.0,-72.93778,75.31389,"(-72.937780, 75.313890)"
14993,Grove Mountains 051618,161.77,Found,2006.0,-72.77778,75.32806,"(-72.777780, 75.328060)"
14994,Grove Mountains 051619,188.02,Found,2006.0,-72.78111,75.31222,"(-72.781110, 75.312220)"
14995,Grove Mountains 051620,183.73,Found,2006.0,-72.78061,75.3091,"(-72.780610, 75.309100)"
14996,Grove Mountains 051621,11.57,Found,2006.0,-72.78028,75.3175,"(-72.780280, 75.317500)"
14997,Grove Mountains 051622,233.0,Found,2006.0,-72.994444,75.205556,"(-72.994444, 75.205556)"
14998,Grove Mountains 051627,172.52,Found,2006.0,-72.77889,75.31694,"(-72.778890, 75.316940)"
14999,Grove Mountains 051629,103.37,Found,2006.0,-72.78083,75.32083,"(-72.780830, 75.320830)"
15000,Grove Mountains 051630,78.56999999999998,Found,2006.0,-72.77972,75.33333,"(-72.779720, 75.333330)"
15001,Grove Mountains 051631,71.28,Found,2006.0,-72.77944,75.32389,"(-72.779440, 75.323890)"
15002,Grove Mountains 051632,81.52,Found,2006.0,-72.77944,75.3275,"(-72.779440, 75.327500)"
15003,Grove Mountains 051633,35.23,Found,2006.0,-72.77806,75.32722,"(-72.778060, 75.327220)"
15004,Grove Mountains 051634,50.69,Found,2006.0,-72.778611,75.327222,"(-72.778611, 75.327222)"
15005,Grove Mountains 051635,27.62,Found,2006.0,-72.78,75.32472,"(-72.780000, 75.324720)"
15006,Grove Mountains 051636,79.7,Found,2006.0,-72.77917,75.31944,"(-72.779170, 75.319440)"
15007,Grove Mountains 051638,146.39,Found,2006.0,-72.77889,75.31694,"(-72.778890, 75.316940)"
15008,Grove Mountains 051639,47.78,Found,2006.0,-72.778611,75.321111,"(-72.778611, 75.321111)"
15009,Grove Mountains 051641,27.95,Found,2006.0,-72.7775,75.32889,"(-72.777500, 75.328890)"
15010,Grove Mountains 051643,31.07,Found,2006.0,-72.994167,75.205278,"(-72.994167, 75.205278)"
15011,Grove Mountains 051644,28.45,Found,2006.0,-72.778611,75.331111,"(-72.778611, 75.331111)"
15012,Grove Mountains 051648,56.18,Found,2006.0,-72.78,75.32,"(-72.780000, 75.320000)"
15013,Grove Mountains 051649,28.72,Found,2006.0,-72.781111,75.320833,"(-72.781111, 75.320833)"
15014,Grove Mountains 051651,22.92,Found,2006.0,-72.77917,75.3275,"(-72.779170, 75.327500)"
15015,Grove Mountains 051652,13.33,Found,2006.0,-72.77944,75.32389,"(-72.779440, 75.323890)"
15016,Grove Mountains 051653,16.31,Found,2006.0,-72.78088,75.319,"(-72.780880, 75.319000)"
15017,Grove Mountains 051656,2.46,Found,2006.0,-72.77972,75.32694,"(-72.779720, 75.326940)"
15018,Grove Mountains 051657,2.81,Found,2006.0,-72.77972,75.32972,"(-72.779720, 75.329720)"
15019,Grove Mountains 051658,2.59,Found,2006.0,-72.778611,75.321111,"(-72.778611, 75.321111)"
15020,Grove Mountains 051659,2.07,Found,2006.0,-72.77972,75.33083,"(-72.779720, 75.330830)"
15021,Grove Mountains 051660,1.59,Found,2006.0,-72.778611,75.327222,"(-72.778611, 75.327222)"
15022,Grove Mountains 051662,2.13,Found,2006.0,-72.77944,75.32361,"(-72.779440, 75.323610)"
15023,Grove Mountains 051664,4.94,Found,2006.0,-72.77806,75.32306,"(-72.778060, 75.323060)"
15024,Grove Mountains 051668,1.54,Found,2006.0,-72.999167,75.227778,"(-72.999167, 75.227778)"
15025,Grove Mountains 051669,1.98,Found,2006.0,-72.77778,75.31833,"(-72.777780, 75.318330)"
15026,Grove Mountains 051670,1.33,Found,2006.0,-72.779444,75.329722,"(-72.779444, 75.329722)"
15027,Grove Mountains 051674,50.22,Found,2006.0,-72.78028,75.32028,"(-72.780280, 75.320280)"
15028,Grove Mountains 051675,28.06,Found,2006.0,-72.778889,75.329722,"(-72.778889, 75.329722)"
15029,Grove Mountains 051680,22.17,Found,2006.0,-72.78028,75.31472,"(-72.780280, 75.314720)"
15030,Grove Mountains 051685,18.57,Found,2006.0,-72.78083,75.30917,"(-72.780830, 75.309170)"
15031,Grove Mountains 051686,12.2,Found,2006.0,-72.77889,75.315,"(-72.778890, 75.315000)"
15032,Grove Mountains 051691,8.51,Found,2006.0,-72.997222,75.219444,"(-72.997222, 75.219444)"
15033,Grove Mountains 051694,21.98,Found,2006.0,-72.778611,75.333333,"(-72.778611, 75.333333)"
15034,Grove Mountains 051700,15.67,Found,2006.0,-72.7775,75.33,"(-72.777500, 75.330000)"
15035,Grove Mountains 051706,20.43,Found,2006.0,-72.780278,75.326389,"(-72.780278, 75.326389)"
15036,Grove Mountains 051707,15.3,Found,2006.0,-72.78056,75.32583,"(-72.780560, 75.325830)"
15037,Grove Mountains 051708,6.5,Found,2006.0,-72.77972,75.31611,"(-72.779720, 75.316110)"
15038,Grove Mountains 051716,11.95,Found,2006.0,-72.777778,75.326944,"(-72.777778, 75.326944)"
15039,Grove Mountains 051718,12.42,Found,2006.0,-72.7775,75.32889,"(-72.777500, 75.328890)"
15040,Grove Mountains 051719,11.68,Found,2006.0,-72.77778,75.32694,"(-72.777780, 75.326940)"
15041,Grove Mountains 051721,7.22,Found,2006.0,-72.994444,75.216667,"(-72.994444, 75.216667)"
15042,Grove Mountains 051727,2.25,Found,2006.0,-72.778333,75.333333,"(-72.778333, 75.333333)"
15043,Grove Mountains 051728,1.3,Found,2006.0,-72.778611,75.332778,"(-72.778611, 75.332778)"
15044,Grove Mountains 051733,2.18,Found,2006.0,-72.77833,75.31833,"(-72.778330, 75.318330)"
15045,Grove Mountains 051734,1.76,Found,2006.0,-72.977222,75.260278,"(-72.977222, 75.260278)"
15046,Grove Mountains 051735,1.38,Found,2006.0,-72.77833,75.31833,"(-72.778330, 75.318330)"
15047,Grove Mountains 051738,2.22,Found,2006.0,-72.77611,75.33361,"(-72.776110, 75.333610)"
15048,Grove Mountains 051739,345.0,Found,2006.0,-72.78,75.32028,"(-72.780000, 75.320280)"
15049,Grove Mountains 051741,94.1,Found,2006.0,-72.77833,75.3175,"(-72.778330, 75.317500)"
15050,Grove Mountains 051744,6.22,Found,2006.0,-72.77833,75.3175,"(-72.778330, 75.317500)"
15051,Grove Mountains 051745,11.53,Found,2006.0,-72.77833,75.3175,"(-72.778330, 75.317500)"
15052,Grove Mountains 051752,47.61,Found,2006.0,-72.781111,75.305278,"(-72.781111, 75.305278)"
15053,Grove Mountains 051754,14.14,Found,2006.0,-72.78111,75.30528,"(-72.781110, 75.305280)"
15054,Grove Mountains 051756,12.62,Found,2006.0,-72.781111,75.305278,"(-72.781111, 75.305278)"
15055,Grove Mountains 051759,4.02,Found,2006.0,-72.78111,75.30528,"(-72.781110, 75.305280)"
15056,Grove Mountains 051760,221.0,Found,2006.0,-72.77861,75.3175,"(-72.778610, 75.317500)"
15057,Grove Mountains 051763,31.46,Found,2006.0,-72.778611,75.3175,"(-72.778611, 75.317500)"
15058,Grove Mountains 051764,20.92,Found,2006.0,-72.77861,75.3175,"(-72.778610, 75.317500)"
15059,Grove Mountains 051766,6.89,Found,2006.0,-72.77861,75.31778,"(-72.778610, 75.317780)"
15060,Grove Mountains 051767,9.33,Found,2006.0,-72.778611,75.317778,"(-72.778611, 75.317778)"
15061,Grove Mountains 051768,4.94,Found,2006.0,-72.77861,75.31778,"(-72.778610, 75.317780)"
15062,Grove Mountains 051770,493.0,Found,2006.0,-72.77944,75.3125,"(-72.779440, 75.312500)"
15063,Grove Mountains 051771,294.0,Found,2006.0,-72.77889,75.3275,"(-72.778890, 75.327500)"
15064,Grove Mountains 051772,291.0,Found,2006.0,-72.78111,75.30611,"(-72.781110, 75.306110)"
15065,Grove Mountains 051773,41.21,Found,2006.0,-72.77778,75.32139,"(-72.777780, 75.321390)"
15066,Grove Mountains 051775,8.75,Found,2006.0,-72.77806,75.32167,"(-72.778060, 75.321670)"
15067,Grove Mountains 051777,3.9,Found,2006.0,-72.77778,75.32139,"(-72.777780, 75.321390)"
15068,Grove Mountains 051779,12.22,Found,2006.0,-72.77778,75.32139,"(-72.777780, 75.321390)"
15069,Grove Mountains 051780,1.6,Found,2006.0,-72.9775,75.260833,"(-72.977500, 75.260833)"
15070,Grove Mountains 051783,15.89,Found,2006.0,-72.78083,75.305,"(-72.780830, 75.305000)"
15071,Grove Mountains 051785,137.11,Found,2006.0,-72.77917,75.32917,"(-72.779170, 75.329170)"
15072,Grove Mountains 051792,3.88,Found,2006.0,-72.77833,75.31833,"(-72.778330, 75.318330)"
15073,Grove Mountains 051793,2.61,Found,2006.0,-72.778056,75.335833,"(-72.778056, 75.335833)"
15074,Grove Mountains 051795,33.75,Found,2006.0,-72.77806,75.31833,"(-72.778060, 75.318330)"
15075,Grove Mountains 051796,13.22,Found,2006.0,-72.78139,75.31889,"(-72.781390, 75.318890)"
15076,Grove Mountains 051797,8.14,Found,2006.0,-72.77889,75.33278,"(-72.778890, 75.332780)"
15077,Grove Mountains 051801,2.77,Found,2006.0,-72.78028,75.32333,"(-72.780280, 75.323330)"
15078,Grove Mountains 051804,44.15,Found,2006.0,-72.77917,75.32361,"(-72.779170, 75.323610)"
15079,Grove Mountains 051808,12.58,Found,2006.0,-72.77917,75.32833,"(-72.779170, 75.328330)"
15080,Grove Mountains 051814,11.9,Found,2006.0,-72.779444,75.312778,"(-72.779444, 75.312778)"
15081,Grove Mountains 051816,4.1,Found,2006.0,-72.77944,75.31972,"(-72.779440, 75.319720)"
15082,Grove Mountains 051820,1.76,Found,2006.0,-72.981389,75.263889,"(-72.981389, 75.263889)"
15083,Grove Mountains 051822,0.7,Found,2006.0,-72.778333,75.323056,"(-72.778333, 75.323056)"
15084,Grove Mountains 051824,2.48,Found,2006.0,-72.778611,75.332778,"(-72.778611, 75.332778)"
15085,Grove Mountains 051833,75.4,Found,2006.0,-72.78,75.311944,"(-72.780000, 75.311944)"
15086,Grove Mountains 051835,47.64,Found,2006.0,-72.78,75.311944,"(-72.780000, 75.311944)"
15087,Grove Mountains 051844,22.21,Found,2006.0,-72.98,75.258889,"(-72.980000, 75.258889)"
15088,Grove Mountains 051845,19.47,Found,2006.0,-72.78,75.31194,"(-72.780000, 75.311940)"
15089,Grove Mountains 052111,2.17,Found,2006.0,-72.78,75.327222,"(-72.780000, 75.327222)"
15090,Grove Mountains 051848,19.61,Found,2006.0,-72.77972,75.31194,"(-72.779720, 75.311940)"
15091,Grove Mountains 051849,16.51,Found,2006.0,-72.78,75.31194,"(-72.780000, 75.311940)"
15092,Grove Mountains 051854,9.29,Found,2006.0,-72.78,75.311944,"(-72.780000, 75.311944)"
15093,Grove Mountains 051856,6.82,Found,2006.0,-72.78,75.31194,"(-72.780000, 75.311940)"
15094,Grove Mountains 051862,1823.0,Found,2006.0,-72.775,75.33611,"(-72.775000, 75.336110)"
15095,Grove Mountains 051863,882.0,Found,2006.0,-72.775556,75.334167,"(-72.775556, 75.334167)"
15096,Grove Mountains 051864,432.0,Found,2006.0,-72.979167,75.262778,"(-72.979167, 75.262778)"
15097,Grove Mountains 051867,144.35,Found,2006.0,-72.77722,75.32972,"(-72.777220, 75.329720)"
15098,Grove Mountains 051869,118.69,Found,2006.0,-72.78111,75.32833,"(-72.781110, 75.328330)"
15099,Grove Mountains 051872,76.18,Found,2006.0,-72.780556,75.308056,"(-72.780556, 75.308056)"
15100,Grove Mountains 051874,44.93,Found,2006.0,-72.77944,75.32944,"(-72.779440, 75.329440)"
15101,Grove Mountains 051875,28.1,Found,2006.0,-72.77972,75.33083,"(-72.779720, 75.330830)"
15102,Grove Mountains 051878,27.71,Found,2006.0,-72.77889,75.33194,"(-72.778890, 75.331940)"
15103,Grove Mountains 051879,32.28,Found,2006.0,-72.780556,75.331389,"(-72.780556, 75.331389)"
15104,Grove Mountains 051880,21.49,Found,2006.0,-72.77889,75.32083,"(-72.778890, 75.320830)"
15105,Grove Mountains 051881,22.14,Found,2006.0,-72.780278,75.331389,"(-72.780278, 75.331389)"
15106,Grove Mountains 051882,20.71,Found,2006.0,-72.77972,75.32778,"(-72.779720, 75.327780)"
15107,Grove Mountains 051883,29.11,Found,2006.0,-72.778889,75.331389,"(-72.778889, 75.331389)"
15108,Grove Mountains 051884,30.75,Found,2006.0,-72.78133,75.3204,"(-72.781330, 75.320400)"
