,name,mass,fall,year,reclat,reclong,GeoLocation
40392,Yamato 791180,4.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40393,Yamato 791181,4.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40394,Yamato 791182,2.95,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40395,Yamato 791183,2.71,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40396,Yamato 791184,3.51,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40397,Yamato 791185,5.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40398,Yamato 791186,99.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40399,Yamato 791187,24.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40400,Yamato 791188,9.17,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40401,Yamato 791189,6.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40402,Yamato 791190,10.88,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40403,Yamato 791191,70.08,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40404,Yamato 791192,364.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40405,Yamato 791193,12.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40406,Yamato 791194,129.73,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40407,Yamato 791195,100.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40408,Yamato 791197,52.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40409,Yamato 791198,179.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40410,Yamato 791199,121.88,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40411,Yamato 791200,51.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40412,Yamato 791201,9.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40413,Yamato 791202,9.42,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40414,Yamato 791203,6.26,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40415,Yamato 791204,2.19,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40416,Yamato 791205,24.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40417,Yamato 791206,20.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40418,Yamato 791207,4.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40419,Yamato 791208,47.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40420,Yamato 791209,3288.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40421,Yamato 791210,355.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40422,Yamato 791211,161.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40423,Yamato 791212,104.79,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40424,Yamato 791213,76.95,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40425,Yamato 791214,88.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40426,Yamato 791215,64.5,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40427,Yamato 791216,130.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40428,Yamato 791217,157.31,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40429,Yamato 791218,40.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40430,Yamato 791219,22.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40431,Yamato 791220,31.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40432,Yamato 791221,43.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40433,Yamato 791222,40.57,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40434,Yamato 791223,31.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40435,Yamato 791224,26.51,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40436,Yamato 791225,22.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40437,Yamato 791226,24.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40438,Yamato 791227,18.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40439,Yamato 791228,22.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40440,Yamato 791229,24.64,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40441,Yamato 791230,16.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40442,Yamato 791231,12.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40443,Yamato 791232,18.69,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40444,Yamato 791233,20.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40445,Yamato 791234,14.08,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40446,Yamato 791235,10.65,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40447,Yamato 791236,19.35,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40448,Yamato 791237,10.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40449,Yamato 791238,11.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40450,Yamato 791239,8.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40451,Yamato 791240,7.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40452,Yamato 791241,10.73,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40453,Yamato 791242,8.52,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40454,Yamato 791243,9.75,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40455,Yamato 791244,5.85,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40456,Yamato 791245,7.54,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40457,Yamato 791246,11.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40458,Yamato 791247,5.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40459,Yamato 791248,6.45,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40460,Yamato 791249,9.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40461,Yamato 791250,6.78,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40462,Yamato 791251,6.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40463,Yamato 791252,6.44,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40464,Yamato 791253,6.54,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40465,Yamato 791254,6.22,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40466,Yamato 791255,10.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40467,Yamato 791256,5.62,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40468,Yamato 791257,6.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40469,Yamato 791258,7.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40470,Yamato 791259,6.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40471,Yamato 791260,5.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40472,Yamato 791261,4.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40473,Yamato 791262,5.62,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40474,Yamato 791263,5.27,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40475,Yamato 791264,4.22,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40476,Yamato 791265,5.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40477,Yamato 791266,4.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40478,Yamato 791267,3.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40479,Yamato 791268,5.31,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40480,Yamato 791269,4.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40481,Yamato 791270,3.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40482,Yamato 791271,4.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40483,Yamato 791272,4.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40484,Yamato 791273,4.49,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40485,Yamato 791274,3.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40486,Yamato 791275,4.5,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40487,Yamato 791276,3.56,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40488,Yamato 791277,4.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40489,Yamato 791278,2.62,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40490,Yamato 791279,2.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40491,Yamato 791280,3.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40492,Yamato 791281,3.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40493,Yamato 791282,3.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40494,Yamato 791283,5.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40495,Yamato 791284,4.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40496,Yamato 791285,4.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40497,Yamato 791286,3.79,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40498,Yamato 791287,2.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40499,Yamato 791288,2.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40500,Yamato 791289,3.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40501,Yamato 791290,2.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40502,Yamato 791291,2.77,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40503,Yamato 791292,2.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40504,Yamato 791293,2.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40505,Yamato 791294,3.5,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40506,Yamato 791295,3.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40507,Yamato 791296,3.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40508,Yamato 791297,3.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40509,Yamato 791298,2.69,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40510,Yamato 791299,3.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40511,Yamato 791300,2.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40512,Yamato 791301,3.06,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40513,Yamato 791302,2.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40514,Yamato 791303,2.49,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40515,Yamato 791304,2.48,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40516,Yamato 791305,2.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40517,Yamato 791306,2.51,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40518,Yamato 791307,3.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40519,Yamato 791308,2.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40520,Yamato 791309,2.58,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40521,Yamato 791310,32.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40522,Yamato 791311,51.73,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40523,Yamato 791312,1841.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40524,Yamato 791313,640.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40525,Yamato 791314,626.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40526,Yamato 791315,352.57,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40527,Yamato 791316,283.11,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40528,Yamato 791317,164.42,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40529,Yamato 791318,265.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40530,Yamato 791319,137.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40531,Yamato 791320,128.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40532,Yamato 791321,65.21,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40533,Yamato 791322,141.06,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40534,Yamato 791323,134.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40535,Yamato 791324,20.67,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40536,Yamato 791325,9.02,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40537,Yamato 791326,7.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40538,Yamato 791327,5.26,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40539,Yamato 791328,4.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40540,Yamato 791329,5.52,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40541,Yamato 791330,3.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40542,Yamato 791331,2.35,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40543,Yamato 791332,2.27,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40544,Yamato 791333,1.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40545,Yamato 791334,1.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40546,Yamato 791335,1.79,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40547,Yamato 791336,1.47,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40548,Yamato 791337,1.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40549,Yamato 791338,1.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40550,Yamato 791339,1.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40551,Yamato 791340,34.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40552,Yamato 791341,33.71,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40553,Yamato 791342,10.73,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40554,Yamato 791343,8.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40555,Yamato 791344,10.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40556,Yamato 791345,8.7,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40557,Yamato 791346,6.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40558,Yamato 791347,14.57,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40559,Yamato 791348,13.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40560,Yamato 791349,10.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40561,Yamato 791350,13.01,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40562,Yamato 791351,6.15,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40563,Yamato 791352,3.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40564,Yamato 791353,6.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40565,Yamato 791354,5.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40566,Yamato 791355,4.71,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40567,Yamato 791356,2.37,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40568,Yamato 791357,2.78,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40569,Yamato 791358,2.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40570,Yamato 791359,2.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40571,Yamato 791360,2.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40572,Yamato 791362,3.42,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40573,Yamato 791363,6.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40574,Yamato 791364,45.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40575,Yamato 791366,23.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40576,Yamato 791367,15.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40577,Yamato 791368,20.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40578,Yamato 791369,11.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40579,Yamato 791370,9.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40580,Yamato 791371,11.13,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40581,Yamato 791372,5.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40582,Yamato 791373,8.71,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40583,Yamato 791374,6.3,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40584,Yamato 791375,5.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40585,Yamato 791376,4.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40586,Yamato 791377,4.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40587,Yamato 791378,2.14,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40588,Yamato 791379,4.49,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40589,Yamato 791380,6.97,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40590,Yamato 791381,24.41,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40591,Yamato 791382,16.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40592,Yamato 791383,11.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40593,Yamato 791384,12.82,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40594,Yamato 791385,13.63,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40595,Yamato 791386,3.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40596,Yamato 791387,3.92,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40597,Yamato 791388,3.55,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40598,Yamato 791389,3.74,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40599,Yamato 791390,2.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40600,Yamato 791391,3.03,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40601,Yamato 791392,3.08,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40602,Yamato 791398,0.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40603,Yamato 791399,0.95,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40604,Yamato 791406,2048.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40605,Yamato 791407,58.1,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40606,Yamato 791408,45.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40607,Yamato 791409,54.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40608,Yamato 791410,16.69,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40609,Yamato 791411,4.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40610,Yamato 791412,24.98,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40611,Yamato 791413,203.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40612,Yamato 791414,52.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40613,Yamato 791415,22.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40614,Yamato 791417,39.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40615,Yamato 791418,16.16,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40616,Yamato 791419,37.61,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40617,Yamato 791420,18.91,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40618,Yamato 791421,811.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40619,Yamato 791422,61.8,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40620,Yamato 791423,3.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40621,Yamato 791424,10.9,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40622,Yamato 791425,4.36,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40623,Yamato 791426,1.72,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40624,Yamato 791427,507.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40625,Yamato 791428,548.94,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40626,Yamato 791429,223.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40627,Yamato 791430,45.93,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40628,Yamato 791431,281.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40629,Yamato 791432,221.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40630,Yamato 791433,3.13,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40631,Yamato 791434,265.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40632,Yamato 791435,15.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40633,Yamato 791436,6.68,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40634,Yamato 791437,28.2,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40635,Yamato 791438,20.18,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40636,Yamato 791439,31.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40637,Yamato 791440,89.65,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40638,Yamato 791441,105.66,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40639,Yamato 791442,189.53,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40640,Yamato 791443,11.32,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40641,Yamato 791444,550.84,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40642,Yamato 791445,4.75,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40643,Yamato 791446,17.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40644,Yamato 791447,1.99,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40645,Yamato 791448,35.6,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40646,Yamato 791449,108.33,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40647,Yamato 791450,192.86,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40648,Yamato 791451,8.07,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40649,Yamato 791452,204.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40650,Yamato 791453,158.89,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40651,Yamato 791454,8.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40652,Yamato 791455,54.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40653,Yamato 791456,37.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40654,Yamato 791457,41.39,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40655,Yamato 791458,8.04,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40656,Yamato 791459,23.65,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40657,Yamato 791460,10.59,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40658,Yamato 791461,11.44,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40659,Yamato 791462,94.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40660,Yamato 791463,10.28,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40661,Yamato 791464,18.02,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40662,Yamato 791465,3.23,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40663,Yamato 791466,21.46,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40664,Yamato 791467,18.71,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40665,Yamato 791468,11.29,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40666,Yamato 791469,5.09,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40667,Yamato 791470,6.96,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40668,Yamato 791471,141.83,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40669,Yamato 791472,7.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40670,Yamato 791473,6.81,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40671,Yamato 791474,67.05,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40672,Yamato 791475,14.38,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
40673,Yamato 791476,23.47,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
